,text,expert_label,cluster
43,"У других бабочек главное – крылья: в них вся красота, а голова, грудка, брюшко даже незаметны. У бражников прекрасно всё. Грудка и брюшко покрыты нежнейшим мехом и нередко очень ярко окрашены. Крылья узкие и длинные, бархатные и как будто тёплые. Бражники - ночные бабочки. Днём они сидят где- нибудь в укромном месте, а ночью… Ночь всегда таинственна. И бражникам передаётся часть этой таинственности. Они летают при свете звёзд под крики сов и филинов. Стремительно проносятся среди чернеющих стволов, бесшумные, неуловимые. О бражниках можно многое рассказать. Они - самые лучшие летуны среди бабочек, развивают скорость до 50 километров в час. Питаются бражники цветочным нектаром, но в отличие от других бражников не садятся на цветок, а зависают возле него, как знаменитые птички колибри. Хоботок у бражников чаще всего длинный, чтобы удобно было добывать нектар. Например, у вьюнкового бражника хоботок длиннее тела. А вот у бражника «мёртвая голова» (на спинке у этой бабочки рисунок в виде черепа) хоботок короткий: она питается не нектаром, а соком, вытекающим из ранок на стволах деревьев. Днём, когда бражники отдыхают, их передние неярко окрашенные крылья лежат поверх задних. Поэтому бабочку трудно увидеть: она сливается с окружающим фоном. Самый красивый из всех наших бражников олеандровый. Рисунок его крыльев и всего тела напоминает прекрасный мрамор. Эта бабочка обитает на юге нашей страны, там где встречается растение олеандр. Его листьями и питается гусеницы бражника. К сожалению,  почти все наши бражники - редкие бабочки и нуждаются в охране. (235 слов)  ( По А.А.Плешакову) https://resheba.ws/naurok/nachalnye_klassy/text-10182837.html",4,1
44,"Марк Твен  . Марк Твен — псевдоним Сэмюэла Клеменса, замечательного американского писателя. Он был умным сатириком, признанным мастером весёлых коротких рассказов, автором всемирно известных повестей и романов. Большинство произведений Твена связано с традициями весёлого народного юмора Америки. Это придаёт его многочисленным рассказам особую прелесть и яркую национальную окраску. Из устных повествований, бытующих среди простых людей Америки — фермеров, золотоискателей, лесорубов, — Твен заимствовал и для своих рассказов смешные преувеличения, нелепые фантазии, грубоватые шутки, спокойствие и простодушие, с которым сообщается о самых необыкновенных происшествиях. В то же время Твен замечает комическое в самых обыденных и незначительных явлениях и рассказывает о них необычайно живо, увлекательно, неизменно вызывая весёлый смех читателя. Человек отдаёт свои часы в починку, и это становится началом нелепых и смешных событий («Мои часы»). То часы так безудержно спешат, что заставляют своего хозяина опередить на 30 дней календари всего мира, то они отстают и уводят его в такое далекое прошлое, что «мир уходит вперёд и скрывается из виду». Но в юмористических рассказах Твена показаны и те стороны американской жизни, которые были ненавистны писателю: жажда наживы, торгашеский дух буржуазии и мещанства, лицемерие тех, кто утверждает, что Америка — страна подлинной демократии и свободы. Герой рассказа — сам Марк Твен, который якобы баллотировался в губернаторы, но не выдержал предвыборной кампании и написал заявление о снятии своей кандидатуры, подписав его так: «Подлый Клятвопреступник, Грязный Взяточник, Монтанский Вор, Осквернитель Трупов, Белая Горячка» и тому подобное, то есть перечислил все эпитеты, которыми награждали его политические противники. Твен — наблюдательный художник, тонкий психолог — прекрасно знал жизнь и быт простых людей Америки, американского провинциального мещанства, буржуазии. Собственный жизненный опыт писателя столкнул его с людьми разнообразнейших положений и профессий. Сын провинциального судьи, он с двенадцати лет стал сам зарабатывать себе на жизнь: сначала он был учеником в типографии, потом наборщиком, лоцманом на пароходе, золотоискателем и, наконец, журналистом. Из воспоминаний о реке Миссисипи и о пароходе, на котором плавал юный лоцман, возник и псевдоним Сэмюэла Клеменса. «Марк Твен» — лоцманский термин при измерении глубины реки.  Воспоминания о детских годах вдохновили Твена на создание двух книг, посвящённых мальчикам Тому и Геку. Это — «Приключения Тома Сойера» (1876) и «Приключения Гекльберри Финна» (1884), завоевавшие писателю и его героям любовь юных читателей всего мира. Том и его друзья ищут романтических приключений и свободы вдали от атмосферы провинциального город ка, от скуки и ханжества религиозных воскресных школ, от грубого невежества и нудных наставлений школьных учителей.  Твен не мог относиться равнодушно к такому позорному явлению американской жизни, как рабовладение. В повести о маленьком свободолюбивом бродяге Геке Финне большое место занимает его друг — чёрный невольник, беглый негр Джим, описанный автором с большой симпатией и уважением. Вместе с Геком в поисках свободы они странствуют на плоту по реке Миссисипи: Гек рад избавиться от свой «благодетельницы» — бога- гой вдовы, надоевшей ему ханжескими наставлениями и проповедями, Джим стремится попасть в те штаты, где нет рабовладения. Тема негритянского рабства, к которой писатель обращался и в дальнейшем, не теряла своей злободневности, несмотря на то, что в 60-х годах XIX века рабовладение было отменено в Америке. Угнетение негров, расовое неравенство продолжали существовать и в 70-х, и в 80-х годах, когда Твен писал свои книги о Томе и Геке. С любовью и сочувствием к простому народу написал  увлекательную историю «Принц и нищий» (1882), переносящая читателя в Англию XVI века. Приключения нищего мальчика, который по сказочной случайности стал добрым и справедливым королём Англии, и маленького короля, превратившегося в нищего, насыщены глубоким содержанием. Социальное неравенство, нищету народных масс, произвол — всю страшную и горькую правду о несправедливом общественном строе узнал маленький король, покинувший на время великолепные залы своего дворца. (Литература и искусство, 1995 – стр. 204-206)",4,3
45,"Пингвин. Пингвины — морские птицы. Они летать не могут; хорошо плавают и ныряют. Эта птица имеет 18 видов. Есть малые пингвинчики — до 40 сантиметров, вес небольшой, от килограмма до 3 килограммов. Оперение густое, с водонепроницаемыми перьями. Жир внутри помогает птицам от холода. У них нет крыльев, для передвижения в воле помогают ласты. Цвет со стороны спины тёмный, впереди белый. Питаются они рыбой, кальмарами, креветками. Живут семьями в больших колониях. Жилища себе устраивают в норах земли, в углублениях скал. В воспитании, кормлении принимают участие оба родителя. Птенцы под наблюдением взрослых объединяются в группы. Живут в Антарктиде, на побережье Австралии, в Южной Америке, Африке. Беневоленская, Валентина.  Птицы. – М., 2014. – 47 с.: ил.",1,2
46,"РОЖДЕНИЕ СОЛНЕЧНОЙ СИСТЕМЫ. Силы тяготения играли решающую роль в образовании нашей Солнечной системы. Впервые всерьез задумываться о том, как могли образоваться Солнце и вращающиеся вокруг него планеты, стал немецкий философ Иммануил Кант. В 1755 г. он опубликовал свое сочинение «Всеобщая естественная история и теория неба», в котором предполагал, что Солнечная система возникла из первоначальной туманности. Говоря современным языком — из гигантского газопылевого облака. Во времена Канта многие люди верили, что Вселенную создал бог, и с тех пор она существует в неизменном виде. Кант впервые заговорил о космогонии (греч. kosmogonia — «происхождение мира»), то есть стал рассматривать Солнечную систему в ее развитии. Он осторожно утверждал, что для образования Солнца и планет достаточно первичного материала, а также сил, которые открыл и описал физик Исаак Ньютон, в частности силы тяготения. Божественного вмешательства в процесс образования Солнечной системы не требуется. Для времени, в котором жил Кант, это была очень смелая мысль. Современные взгляды на происхождение нашего Солнца и окружающих его планет во многом похожи на теорию Канта. Ученые предполагают, что около 5 миллиардов лет назад на месте Солнечной системы существовало гигантское облако пыли и газов, растянувшееся в пространстве почти на 6 миллиардов километров. Астрономы доказали, что подобные газопылевые облака до сих пор существуют в некоторых уголках безбрежного космоса. Такие облака состоят в основном из водорода и гелия — то есть из газов, образующих и наше светило. На долю остальных веществ приходятся две сотые доли массы газопылевого облака. Размер «пылинок» в газовых облаках измеряется тысячными долями миллиметра. Несмотря на необычайную легкость водорода и гелия, эти газы все же обладают массой. Поэтому со временем уже знакомые тебе силы притяжения постепенно начали «стягивать» допланетное облако в более плотное образование. В его середине образовалось гигантское центральное тело, а само облако стало плоским, похожим на диск, и начало вращаться. Причину этого все ускоряющегося кругового движения понять несложно. Когда кружащаяся фигуристка прижимает к себе руки, скорость ее вращения резко возрастает. Примерно то же происходило и в сжимающемся газопылевом облаке. По мере уменьшения его размеров небольшое движение сгущающегося газа становилось все более интенсивным. Когда давление и температура внутри центрального тела достигли критических величин, началась термоядерная реакция. Так, более 4,5 миллиардов лет назад «зажглось» наше Солнце. Из вращающихся вокруг него остатков облака постепенно сформировались более плотные кольца. В каждом из них образовался «сгусток», который позже стал планетой. Ученые считают, что процесс образования планет в нашей Солнечной системе длился около 100 миллионов лет. Если бросить в стакан с водой смесь песка и жидкой глины, массивные песчинки быстро упадут на дно, а легкие частицы еще долго будут плавать в виде взвеси. Примерно такой же процесс происходил и при формировании планет Солнечной системы. В результате действия сил тяготения более тяжелые вещества оказывались в центре планеты, формируя ее ядро. Снаружи оставались более легкие газы. Своим горячим дыханием Солнце буквально «сдуло» эту первичную газовую оболочку с ближайших к нему планет. Так образовались первые четыре относительно маленькие планеты Солнечной системы — Меркурий, Венера, Земля и Марс. Остальные планеты располагались настолько далеко от Солнца, что сохранили свою первичную «газовую шубу». Планеты-гиганты Юпитер, Сатурн, Уран и Нептун состоят в основном из газов. Исключение составляет, пожалуй, самая последняя планета Солнечной системы — Плутон. Она совсем невелика по размерам, хотя и она, как и остальные ее гигантские собратья, состоит из газа. Афонькин С.Ю. Космос. – СПб., 2008.-с.24-27 (серия «Узнай мир»)",4,0
47,"Иоганн Себастьян Бах. Для миллионов любителей музыки Бах является символом высокого искусства. Его произведения, написанные для церкви, понятны не только христианам, но и всем людям с чуткой душой и живым умом. По традиции все мужчины рода Бахов были музыкантами. Отец Иоганна Себастьяна, Амвросий Бах, играл в городском оркестре и трубил с башни, возвещая приход дня. Раннее детство мальчика было спокойным и счастливым, но вскоре случилось горе: в восемь лет он потерял мать, а вскоре умер и отец. Опекуном и воспитателем ребёнка стал его брат Иоганн Христоф. Он работал церковным органистом в соседнем городке Ордруфе.  Христоф взялся за обучение брата. Дома у него стоял деревянный шкаф с решётчатой дверцей, за которой хранились ноты композиторов Букстехуда и Пахельбеля. Христоф запретил младшему брату открывать шкаф, опасаясь, что слишком смелые идеи талантливых музыкантов нарушат систему обучения. Упрямый мальчик страницу за страницей вытаскивал ноты из шкафа и переписывал в надежде когда-нибудь сыграть эти произведения. Через некоторое время обман раскрылся. Всё переписанное Христоф отобрал, а наказанием Себастьяну стал запрет на прогулки и занятия музыкой. После окончания гимназии Себастьян с удовольствием покинул Ордруф. В ближайшие годы молодой музыкант служил церковным органистом в маленьких городках, а свободное время посвящал самообразованию: переписывал произведения классиков, посещал соседние города, чтобы послушать игру известных исполнителей. Сочинять музыку Бах начал ещё в Ордруфе. Его произведения были настолько прекрасны, что порой прихожане шли в церковь не за проповедью священника, а чтобы послушать музыку Баха.  В Веймаре, а потом в Кётене Бах служил музыкальным директором при княжеском дворе. Это обязывало композитора быть на виду, носить камзол с кружевными манжетами и сочинять музыку светского характера. За это время Бах написал произведения для оркестра, скрипки, клавесина. Так же, как и органная музыка, они наполнены энергией и вдохновенным настроением. Последние 27 лет жизни Бах провёл в Лейпциге. Здесь композитор служил кантором старинной церкви Святого Фомы. Ответственная должность обязывала его не только руководить хором, но и быть администратором, завучем, воспитателем и мастером по ремонту инструментов. Музыка не покидала Себастьяна и дома. Подросшие старшие сыновья оказались талантливыми музыкантами, а вторая жена Анна Магдалена помогала Баху преодолевать жизненные невзгоды. Слюсар О.А. Композиторы.- М., 2016.- С.4-7.",4,0
48,"Леонардо да Винчи: человек, опередивший свое время. Большинство людей, услышав имя Леонардо да Винчи, вспоминают его известную картину «Мона Лиза». Эта картина находится в художественном музее в Париже. Миллионы туристов каждый год приходят посмотреть на нее. Но Леонардо был не только художником. Он также был талантливым изобретателем, инженером, архитектором и скульптором. У него было много новых и необычных идей. Леонардо да Винчи родился в 1452 году в загородном доме своего отца около города Винчи в Италии. Его детство проходило среди природы; он наблюдал за животными и насекомыми, которые его окружали. Позже Леонардо вместе с отцом переехал в город Флоренцию. Там Леонардо стал работать и учиться у известного художника и скульптора по имени Верроккьо. За время работы у Верроккьо Леонардо узнал очень много о технике своего времени. Это помогло ему понять, как работают различные механизмы. А еще он научился смешивать различные краски для получения нужных цветов и пользоваться металлом для создания скульптур. Леонардо постоянно испытывал жажду знаний. Он изучал мир вокруг себя и рисовал то, что видел. Он прочитывал все книги, которые удавалось достать, прислушивался к идеям других людей и записывал все новое, что узнавал. Одни его записные книжки были большими, как плакаты, другие — маленькими, чтобы было удобно носить за поясом. Многие его записи оказались утеряны, но некоторые были опубликованы в начале XIX века, и их можно увидеть в наше время. В них есть рисунки и записи, сделанные аккуратным почерком. В записных книжках Леонардо есть описания его изобретений. Эти записи к тому же показывают его большой интерес к тому, что и как работает. Его занимали машины, но ему было также интересно, как движутся живые существа и как они устроены. Он изучал и рисовал движущуюся воду, листья на деревьях, летящих птиц и человеческие тела. Наблюдая за всем, что его окружало, он все время узнавал что-то новое. Все полученные знания и почерпнутые у других людей идеи Леонардо развивал и совершенствовал. В результате большинство рисунков в его записных книжках отражают абсолютно новые идеи. Некоторые похожи на картинки из будущего. Например, его рисунок «Летающая машина» был сделан задолго до появления в небе воздушных шаров или самолетов. Хотя Леонардо был полон новых идей, он не воплотил многое из того, что было на его рисунках. В одной из его записных книжек есть рисунок человека с парашютом. Эта идея была воплощена в жизнь только через 300 лет, в 1783 году, когда один француз стал первым человеком, спустившимся на землю с парашютом. Другое изобретение было основано на изучении Леонардо человеческого тела и его интересе к тому, как оно двигается. У Леонардо много рисунков, на которых изображены руки, ноги и другие части тела, он фактически спроектировал механического человека — робота! Этот робот мог сидеть прямо, махать руками, двигать головой, открывать и закрывать рот. Леонардо да Винчи умер в 1519 году. Он был поистине человеком, который опередил свое время. https://vogazeta.ru/articles/2017/12/5/quality/1212-proverka_navykov_chteniya_u_rebenka_po_metodike_pirls",4,0
49,"ТИБЕТЦЫ. Тибетцы — жители Страны снегов. Самой высокой страны в мире. Люди здесь живут на высоте трех-четырех километров над уровнем моря, а горы вокруг них вздымаются до семи-восьми километров. Но не стоит думать, что на такой высоте ничего нет. Здесь множество озер и лугов в долинах, покрытых цветами. Есть даже леса: пихты, кипарисы, ивы, тополя. Да что там леса — кое-где растет так много персиковых и абрикосовых деревьев, что их плодами кормят свиней! В реках и озерах полно рыбы, а на полях растет ячмень. Райские долины в этой стране находятся среди гор и снегов. Из одной перейти в другую, попить чаю с соседями — тяжелое путешествие. Так что люди здесь живут особенные. У тибетцев много легенд об их стране. Одна из них рассказывает, что столица Тибета, город Лхаса, стоит на озере, которое раньше было сердцем демона. Этот демон — и есть земля Тибета. Укротить демона — значит, укротить тяжелую землю Тибета. Что тибетцам вполне удалось. Та же легенда говорит о том, что раньше весь Тибет был огромным озером или морем. Другая легенда рассказывает о происхождении самого народа. Якобы давным-давно у одного из будд, святых спасителей в буддийской вере, по имени Авалокитешвара, был ученик — обезьяна. Эта обезьяна была такой мудрой, что со временем стала царем обезьян. Авалокитешвара послал царя обезьян в горы, а там в него влюбилась горная ведьма. Авалокитешвара приказал царю обезьян жениться на ней. Вот от этого-то союза и пошли все тибетцы. Спустя несколько поколений у них отпали обезьяньи хвосты и шерсть на теле, и пришлось им изготавливать себе одежду и укрощать тяжелую землю Тибета. Представляете? Задолго до Чарлза Дарвина тибетцы уже предполагали, что человек произошел от обезьяны! Причем считается, что все плохие качества — злоба, мстительность — у людей от ведьмы, а хорошие — от царя обезьян. Некоторые тибетцы даже утверждают, что это связано с внешним видом. Ведь среди тибетцев довольно четко выделяются люди, разные по внешности: одни с большим носом и вытянутым лицом, а другие — с плоским носом и большим круглым лицом. На самом деле все объясняется происхождением. Круглолицые, похожие на монголов, — это древние жители Тибета, а длинноносые — это пришельцы, которые завоевали коренных тибетцев около 1500 лет назад. Вскоре после этого завоевания все тибетцы и приняли буддийскую веру. К ним она проникла из Индии, которая расположена южнее, за горами. Индийские проповедники и учителя принесли тибетцам и алфавит на основе древнеиндийского, и свои священные книги. Тибетцы даже стали верить, что их первый царь тоже был индийцем. Постепенно буддистами стали почти все тибетцы, кроме тех, очень немногих, кто упрямо следовал и следует до сих пор древней вере «бон», похожей на веру «тенгри» у монголов. Буддизм говорит, что человек живет в выдуманном мире, а чтобы увидеть, каков мир настоящий, надо воспитать в себе особые качества. И так как буддисты верят, что душа человека после смерти переходит в другое тело, то заниматься такими поисками истины можно многие- многие жизни. Сам Будда Гаутама, основатель этой религии, воспитывал эти качества, размышляя и концентрируя свое внимание на протяжении нескольких жизней. С тех пор все буддисты тоже пытаются понять истинную природу мира. Когда такое удается, это называется «просветление». В Тибете сформировались четыре школы буддизма, но самой главной стала школа Гелугпа. Гелугпинцы создали множество монастырей под названием «дацаны». Именно гелугпинцы способствовали проникновению буддизма в Монголию. К тому времени Тибет находился уже в течение нескольких веков под властью монголов. И вот самый сильный монгольский князь Алтан-хан назначил своего внука верховным ламой, то есть жрецом, но не только школы Гелугпа, а всех буддистов. Особый титул, который Алтан-хан дал этому верховному жрецу — «далай- лама», — переводится как «океан мудрости». Монголы так уважали буддистов Тибета, что вскоре монгольский князь Гушри-хан освободил всю страну от своей власти! Пятый далай-лама учредил в Тибете особое правительство. Главой его является сам далай-лама, а министрами — разные другие ламы, то есть жрецы, или буддийские монахи. Между прочим, тибетцы и в наши дни признают власть и авторитет нынешнего, четырнадцатого, далай-ламы, хотя земля Тибета уже более полувека является частью государства Китай. Далай-лама пока живет в Индии, но тибетцы надеются, что когда-нибудь он или следующий далай-лама вернутся, и их страна опять станет независимой. Долгие века освоения тибетцами своей Страны снегов сделали их выносливым и крепким народом. До сих пор основная их пища это «цампа» — горячая смесь чая, масла и ячменной муки. Ее тибетцы едят во время долгих переходов. А уж в долинах они могут позволить себе поесть мяса или пельменей- «момо», попить кислого молока или ячменного пива. Большая часть жизни тибетцев связана с буддизмом. Стоят повсюду храмы и дацаны, крутятся особые «молитвенные барабаны», развеваются на ветру особые флажки с молитвами... Молитвенные барабаны — очень интересное изобретение. Буддисту полагается как можно больше молиться. Так вот, поскольку в барабане лежат бумажки с молитвами, каждый поворот барабана равен нескольким сотням молитв! У тибетцев яркое и своеобразное искусство. Они рисуют многоцветные иконы-танка, изображения святых-бодхисатв, своих учителей и будд. Как считается, будд существует несколько. Будда Гаутама — основатель веры, Майтрея — будда Будущего. Авалокитешвара, которого считают особым покровителем Тибета после того, как он направил туда царя обезьян, — это будда Сострадания. Считается, что все далай-ламы — это перерождения будды Авалокитешвары. В храмах стоят роскошные золоченые скульптуры, курятся благовония, лежат в кожаных переплетах многотомные учебники по поиску истины. Во время богослужений тибетцы поют особым, «горловым» голосом. То есть даже не поют, а читают нараспев свои книги, бьют в огромные барабаны и дуют в такие же огромные трубы в несколько метров длиной. И продолжают укрощать свою тяжелую землю, Страну снегов. Лазарев А.В. Портреты народов мира.- М., 2011",4,0
50,"ГЛАВА 3. ВЕЛИКИЙ ХИТРЕЦ Однажды ночью к тебе может примчаться одноглазый всадник, одновременно отражающийся в двенадцати зеркалах. Кто же это? Если ты увидишь человека с орлиным носом на пухлом лице, покрытом шрамами от трёх ранений, два из которых даже по мнению современных врачей являются смертельными, если ты увидишь седого полководца, украшенного русскими, прусскими и австрийскими орденами, если ты увидишь старого воина с повязкой на лице, закрывающей правый глаз, воина, тяжело сидящего в седле, – не сомневайся, к тебе пожаловал светлейший князь, генерал-фельдмаршал Михаил Илларионович Голенищев-Кутузов. А двенадцать отражений – это двенадцать памятников его великим подвигам, которые установлены в разных уголках нашей Родины и ещё в нескольких странах. Михаил Илларионович был самым хитрым полководцем войны России с французским императором Наполеоном, которую историки называют Отечественной войной 1812 года. Часто думают, что военные обладают знаниями только в военной службе и сражениях и не знают ничего другого. Кутузов в совершенстве владел французским и немецким языками, языком древних римлян – латынью, прекрасно разбирался в математике, а после русско-турецких войн ещё и научился великолепно варить кофе по особому рецепту, можешь спросить у него, если приедет в гости. Кроме своего главного подвига – победы над Наполеоном, Михаил Илларионович героически сражался в многочисленных боях с турками в трёх русско-турецких войнах, штурмовал крепости Очаков и Измаил, сбрасывал в море турецкие десанты, был дважды смертельно ранен в голову, но чудом остался жив. В Москве памятник Кутузову стоит недалеко от того места, где больше двухсот лет тому назад находилась обычная деревенская изба, в которой он после Бородинского сражения в 1812 году собрал военный совет, чтобы решить: дать ещё одно сражение, защищая Москву, или отступить, чтобы сохранить армию и выждать время для решительного удара по французам. Сегодня это окрестности станции метро «Фили», а тогда здесь была подмосковная деревушка Фили на реке Филька, которая сегодня течёт под землёй в специальной трубе. Когда идёшь мимо домика в три окошка по фасаду, никогда не подумаешь, что когда-то здесь собрались на совещание лучшие генералы Российской армии и сидели на обычных скамьях возле печки. Кстати, избу эту прозвали Кутузовской. Есть легенда, что в ночь после этого совещания, которое вошло в историю как «Совет в Филях», генерал-фельдмаршал Кутузов плакал. Он принял решение отступить и увести русские полки даже не через Москву, а в обход города. Это было сложное решение, и никто той ночью не знал, как сложится дальнейшая судьба России. На самом деле это была одна из тех стратегических хитростей, на которые был способен только Михаил Илларионович Кутузов. Наполеон прекрасно умел сражаться в полевых условиях, но осады городов и преследование отступающего противника ему удавались значительно хуже. Русские войска сначала отступали всеми силами, а потом так умело разделились, что ввели французскую разведку в заблуждение. Целых девять дней Наполеон даже не знал, где находятся основные силы русских войск. Ещё через месяц французские войска покинули Москву, и началось их отступление-бегство из России. Итак, что мы знаем о памятнике светлейшему князю Михаилу Илларионовичу Кутузову? Это полководец, сумевший перехитрить и победить самого успешного полководца Европы императора Наполеона и вытеснить его из России в 1812 году. Сам памятник расположен на Кутузовском проспекте возле дома № 38. За спиной у Кутузова – музей-панорама «Бородинская битва». Это огромная картина, которую создал русский художник французского происхождения Франц Рубо. Может быть, кто-то из его предков и родственников был в России не художником, а солдатом. Картина позволяет посмотреть на весь ход Бородинской битвы как будто с волшебного холма в центре поля. Чаще всего в стиле картин-панорам создавали именно батальные полотна — то есть картины, посвящённые знаменитым сражениям. Картины-панорамы – это древний способ сформировать объёмное ощущение, примерно так же, как сейчас в ЗО-кинотеатре, только без специальных очков. Уверен, побывать в этом музее будет очень интересно. Жданов О. Бронзовые люди. На что обижаются статуи. – Москва: Проспект, 2018. – 40 с. [С.15-18]",4,0
51,"ВОРОН. Рядом с нами живут вороны. Надо заметить, что ворон не является «родственником» или парой для вороны. Вес птицы — до 1,5 килограмма. Живут они до 70 лет. Оперение тёмное — тёмно-синее, чёрное. Ворон агрессивен, когда охраняет птенцов; также при привязанности к кому-то, если нужна защита. Питается грызунами, отбросами, моллюсками, рыбой. Птица неперелётная. Живут на скалах, деревьях лесов и парков многих стран. В зимнее время стремятся ближе к людям — жилищам на чердаках домов. Беневоленская, Валентина.  Птицы. – М., 2014. – 47 с.: ил.",1,2
52,"ГОЛУБИ. Голуби считались священными птицами. Жили они в пещерах. В настоящее время голуби живут близко к населённым пунктам, ближе к людям. Окраска перьев диких и полудиких голубей тёмная с серым или коричневым оттенком. Человек для себя выводит птиц — голубых, золотистых, с разноцветным оперением. Голуби приносили большую пользу людям. Использовали голубей как воздушных почтальонов. Особенно важна их помощь была во времена военных действий: когда невозможно было передать информацию — привязывали послание к лапке и летел он к знакомому жилищу. И служили голуби птицами - контролёрами. Люди, взрослые и дети, угощают птиц - белый хлеб, пшено и другое. Слетают с деревьев, с крыш домов голуби и воробьи. Добрые голуби не прогоняют воробьёв — деликатное отношение к маленьким. Беневоленская, Валентина.  Птицы. – М., 2014. – 47 с.: ил.",1,2
53,"ЛЕБЕДЬ. Лебеди относятся к семейству утиных и ГуСиных особей. Существует несколько видов лебедей Вес взрослых лебедей - 15 килограммов. Взмах крыльев достигает 2 метра. По внешнему виду грациозны, изящны, привлекательны на воде; особенно белы^ У лебедей очень короткие ногц, ПОЭтому они выглядят неуклюже на земле. Лебеди — это плавающие птицы и живут около водоёмов с пресной водой. Питаются тем, чем богат в0д0ём — мелкими животными, кореньями и растен14ЯМИ Лебеди привлекают человека своей красотой. О них пишут песни, сказки. Балет «Лебединое озеро» на сцене во многих странах. Птицы перелётные. Живут в странах Европы, в Америке, в России. Беневоленская, Валентина.  Птицы. – М., 2014. – 47 с.: ил.",1,2
54,"РИСУНОЧНОЕ ПИСЬМО. Ты когда-нибудь задумывался над тем, как и когда появилась письменность? Современные алфавиты возникли далеко не сразу. В глубокой древности, в эпоху неолита (а может быть, и раньше), люди передавали друг другу сообщения с помощью рисунков. Такой способ ученые назвали рисуночным, или пиктографическим, письмом. Слово «пиктография» произошло от латинского «пиктус» — «нарисованный» и греческого «графо» — «пишу». Каждый рисунок-знак, или пиктограмма, этого письма может быть прочтен и как слово, и как словосочетание, и как предложение, и даже как несколько предложений. А еще наши предки для передачи информации применяли зарубки на палках, вампумы (нити с нанизанными на них раковинами), кипу и др. У рисуночного письма оказалась долгая жизнь. Еще недавно им пользовались индейцы Америки, аборигены Африки и Австралии, некоторые народы Сибири. Пиктограммы пригодились и в наше время. Например, на стадионе, в кинотеатре или в метро ты, наверное, видел знак бегущего человечка. Этот знак показывает: «выход здесь!», а ведь писать то же самое словами было бы так долго! Нагаев В.Г. Герб, эмблема, знак.- М., 2008",1,0
